RowNumber,Exited,P_Hat
92,0,0.240150829622832
93,0,0.184770781124606
94,0,0.0234349300020987
95,0,0.0654120486846024
96,0,0.0653699456692663
97,0,0.0832368138494751
98,0,0.0656035209786656
99,0,0.043689080046117
100,0,0.112492577733631
101,0,0.0991584836804628
102,0,0.287645476085885
103,0,0.112177360698882
104,0,0.126745733041724
105,1,0.430829909840212
106,1,0.194393541016704
107,0,0.111273459416299
108,0,0.196210812023284
109,0,0.152412164136588
110,1,0.301607135876421
111,0,0.0891595802684618
112,0,0.343434294454469
113,0,0.262337659845087
114,0,0.0632650573847882
115,1,0.0648941665862224
116,0,0.125926922069676
117,0,0.442725202766111
118,0,0.275610544989731
119,1,0.351270097880993
120,0,0.257984400085742
121,0,0.121570652694275
122,0,0.206004478248387
123,0,0.21545226115374
124,0,0.356666918145278
125,0,0.127014943604275
126,1,0.260335329752675
127,1,0.235554085996806
128,1,0.677797468528146
129,0,0.217663467432894
130,0,0.0696184872830164
131,0,0.0599134815670374
132,0,0.149611541591903
133,0,0.069788407532763
134,0,0.0207700431332225
135,0,0.131291174900959
136,0,0.403187702064049
137,0,0.198261360560084
138,0,0.0913437829823859
139,1,0.493225351671307
140,1,0.10542172446465
141,0,0.406742925660168
142,0,0.0362971451901753
143,0,0.163513029695041
144,1,0.315901486983444
145,1,0.187290740012628
146,0,0.0446212920772391
147,0,0.161780071439927
148,0,0.182098606988617
149,0,0.247679270465985
150,0,0.0412401167671012
151,0,0.136264673702646
152,1,0.375417195941408
153,0,0.162834685244025
154,0,0.201935386928259
155,0,0.114109937903347
156,1,0.394161178725335
157,0,0.140267616014676
158,0,0.0465161685716496
159,0,0.633580095979358
160,0,0.383862230890184
161,0,0.040407504935777
162,0,0.0810232380632335
163,0,0.4411273136373
164,0,0.0737424118079403
165,1,0.120960940887139
166,0,0.0820352026601528
167,1,0.226800109486986
168,0,0.334569712813405
169,1,0.231460573230458
170,0,0.131766540507906
171,0,0.194289043758605
172,0,0.174727197204949
173,1,0.452038703347646
174,0,0.12649689720031
175,0,0.0624247509362677
176,0,0.111754042993374
177,0,0.0558164761931126
178,0,0.296657892966008
179,0,0.140610561805672
180,1,0.743756619536597
181,0,0.179799835628088
182,0,0.300590938886561
183,0,0.564517754541218
184,0,0.0691111753915485
185,1,0.176158456961849
186,0,0.0942080715940333
187,0,0.305103778958839
188,0,0.0998981258979109
189,0,0.0301850265385035
190,0,0.357950374254732
191,1,0.290935774187123
192,0,0.264004253820499
193,0,0.175437327235912
194,0,0.131934392132377
195,0,0.102043005291166
196,0,0.0582317386450222
197,0,0.0566006866682283
198,0,0.137688114150865
199,0,0.175622465613544
200,0,0.170918142989163
201,0,0.0418919687733515
202,0,0.0933510512509684
203,1,0.135394206028862
204,1,0.112836868496618
205,0,0.1657175457612
206,0,0.0559342410156803
207,1,0.35581361296792
208,0,0.0591047106944195
209,1,0.220369988985314
210,0,0.123039661038302
211,0,0.250736885209741
212,0,0.0301135275574961
213,0,0.23680470263761
214,0,0.0962762762552166
215,0,0.172920524145725
216,1,0.243051900642504
217,0,0.282175901824363
218,0,0.143135670996942
219,1,0.230624623761986
220,1,0.154616651292181
221,0,0.0632591017153249
222,0,0.0343172546758097
223,0,0.072176256198615
224,1,0.0867094598973568
225,1,0.21932660909823
226,0,0.17063430535753
227,0,0.0432970720725632
228,1,0.215211162646443
229,1,0.544401286948769
230,0,0.32715931687817
231,0,0.394013200224719
232,0,0.16515375383791
233,0,0.0881055791605982
234,0,0.0394420639488063
235,0,0.519593981555861
236,1,0.383776175660195
237,0,0.0486127198989046
238,1,0.534705649736317
239,1,0.304942210209977
240,0,0.0347634301974322
241,0,0.138488741094727
242,0,0.470427471408241
243,0,0.0596828828850774
244,1,0.584555683217297
245,0,0.11185454918159
246,1,0.305296246250699
247,0,0.149267075734375
248,0,0.0407640246651905
249,0,0.0572914066192558
250,1,0.59619285839595
251,0,0.406215087564996
252,0,0.0711390702826024
253,0,0.649146901440432
254,0,0.153420803917074
255,0,0.0727336430308891
256,0,0.063387555849804
257,0,0.0332495033880794
258,0,0.356538889954971
259,0,0.0691771065136523
260,0,0.133600906046805
261,0,0.158565982814615
262,0,0.447863916435014
263,0,0.202569946587011
264,0,0.0577702177064078
265,0,0.0427069001079514
266,0,0.269580759995402
267,0,0.0435990643158078
268,0,0.114091633871374
269,1,0.248948111453559
270,0,0.375345805592586
271,0,0.0596843100536356
272,1,0.235547796158919
273,0,0.162418436358702
274,0,0.0731564800065214
275,0,0.0766264099001531
276,0,0.0739847636447268
277,1,0.240585571112578
278,0,0.396345704827247
279,0,0.0604329951882624
280,1,0.235858102188986
281,0,0.0468763485943574
282,0,0.0234480774603064
283,1,0.138905995424946
284,0,0.0870682818553404
285,0,0.0332482222504406
286,0,0.193653680666954
287,0,0.11760042563946
288,0,0.220210274810523
289,0,0.0539400735797232
290,0,0.103079233763973
291,0,0.172170349712555
292,0,0.307243075532807
293,0,0.0655382274921498
294,1,0.216466146936523
295,0,0.0503413316869127
296,0,0.0829929955825849
297,0,0.0751641263257019
298,1,0.26407035602204
299,0,0.295344771478799
300,0,0.0357216824260795
301,0,0.123187760077556
302,0,0.269314931962606
303,0,0.103172597227594
304,0,0.0550896971621548
305,0,0.153385411616014
306,0,0.0493174767751849
307,1,0.0760809814045274
308,0,0.271111960564719
309,1,0.375135334530885
310,0,0.251301941775743
311,0,0.655692604104281
312,0,0.208204831680246
313,0,0.137661669203835
314,0,0.796274299538382
315,0,0.067880607343491
316,0,0.147107858432341
317,1,0.374756282823682
318,0,0.061664213975755
319,0,0.0887382906695224
320,0,0.0924224483505659
321,0,0.396320797629383
322,0,0.0679062822493051
323,1,0.217556777629692
324,0,0.128511868902077
325,0,0.0773999762917923
326,0,0.158786971398803
327,0,0.118738430684663
328,1,0.405080073898197
329,0,0.129488353838872
330,0,0.0600058619577547
331,0,0.107926343846138
332,0,0.340793217046802
333,0,0.203619489892879
334,1,0.32617045822454
335,0,0.28125559094722
336,1,0.120533742449702
337,0,0.152628455548349
338,0,0.100930675836668
339,1,0.292025388206158
340,1,0.452153876455529
341,1,0.236193802620122
342,0,0.12727917564719
343,0,0.159761474060491
344,0,0.0470071455364499
345,0,0.0857157929304128
346,0,0.241920440447653
347,0,0.359250235249572
348,0,0.457584263541004
349,0,0.169091247686166
350,0,0.0557590003928059
351,0,0.0485889714413112
352,0,0.0806832722942039
353,0,0.220180891104661
354,0,0.0201274018898712
355,0,0.188437760676156
356,0,0.0912303475021541
357,0,0.302522348984755
358,1,0.160361638725538
359,0,0.0924071611730836
360,0,0.201721846957577
361,0,0.0254753003228662
362,1,0.343455616537931
363,0,0.236785651066233
364,0,0.306279933577698
365,0,0.304600046271023
366,0,0.0687432097102224
367,0,0.51431991548336
368,0,0.189643549686115
369,0,0.10870515356792
370,0,0.188508947626157
371,0,0.0947852541637849
372,0,0.80897282874923
373,0,0.0958969407927527
374,0,0.0920292788488597
375,0,0.103943512259239
376,0,0.0846079903223812
377,1,0.172406951202416
378,0,0.17771670557188
379,0,0.194653529718863
380,1,0.212677180079218
381,0,0.182445846614134
382,0,0.150537359451074
383,0,0.132681886275432
384,0,0.171601909256406
385,0,0.440336098550261
386,0,0.426898533379673
387,0,0.223743665463952
388,0,0.235962878410864
389,0,0.133690800980381
390,0,0.0972691377459105
391,0,0.125998589702628
392,0,0.14590803627503
393,1,0.276035438333418
394,1,0.139486098110919
395,0,0.0549403539868724
396,0,0.209401305714152
397,0,0.0576296027491852
398,0,0.254979272285802
399,0,0.0797019688917049
400,1,0.772896606315222
401,0,0.417151033238665
402,0,0.238879105015754
403,0,0.118091641014705
404,0,0.0692623272795389
405,0,0.0161620053564354
406,0,0.115945057676977
407,1,0.488358771247461
408,0,0.207648070414126
409,0,0.119787922945685
410,0,0.547563820927789
411,0,0.0454612223364669
412,0,0.046533079730165
413,0,0.0773478126608798
414,1,0.219562709191775
415,0,0.0998213126302498
416,0,0.0607343030077444
417,1,0.837393892090351
418,0,0.128847145283172
419,0,0.315375784299755
420,0,0.113359691189228
421,1,0.804940335061196
422,0,0.221967051827377
423,1,0.382936509881172
424,0,0.186811534162642
425,0,0.150468570815831
426,0,0.0870148748786039
427,0,0.340699033107248
428,0,0.123306827210273
429,0,0.509440265533397
430,1,0.399418876602475
431,1,0.424230986987614
432,0,0.165155803232963
433,0,0.411064571873325
434,1,0.452648509009832
435,0,0.0988754287904309
436,0,0.253362142066079
437,0,0.310743826884741
438,0,0.150319070079815
439,0,0.261472526244734
440,0,0.31485431941544
441,0,0.194689062673312
442,0,0.117980182876187
443,0,0.0899787578490182
444,0,0.125952342884412
445,1,0.345342456174408
446,0,0.0540205926948022
447,0,0.135810970490489
448,0,0.0963227441564421
449,1,0.279084007363113
450,0,0.400084198458064
451,0,0.486419300209887
452,0,0.047360019883757
453,0,0.130870925652353
454,0,0.413313507369019
455,0,0.120278829671775
456,0,0.127884895305666
457,0,0.0376730883664273
458,0,0.132211920559658
459,1,0.226074019323212
460,0,0.0507960312853677
461,0,0.0905458432834033
462,0,0.155446042190904
463,0,0.144514156300795
464,1,0.0831663734863484
465,0,0.0202100797597222
466,0,0.137892183266089
467,0,0.0465586390533421
468,1,0.391805603015792
469,0,0.113018014968466
470,0,0.0390187380420564
471,0,0.0346272996332017
472,1,0.187768766902554
473,0,0.0877438822857036
474,0,0.060811170220012
475,0,0.169182811421865
476,1,0.480849898730881
477,0,0.163739570280947
478,0,0.294091540263838
479,0,0.0557435965435275
480,0,0.0407964686381856
481,0,0.0542876645445723
482,0,0.087059605097922
483,0,0.100874528103681
484,0,0.312622270437423
485,1,0.449011175410852
486,0,0.103370592661184
487,0,0.122366700900043
488,1,0.0893846298060166
489,0,0.0290297568091542
490,0,0.481200630768903
491,0,0.0464222016759053
492,0,0.148990115508837
493,0,0.113164818959119
494,1,0.370183510689656
495,1,0.278471612624164
496,0,0.107536109327863
497,0,0.19514176720491
498,0,0.0776752238970986
499,0,0.0557839687698518
500,1,0.295975191410803
501,0,0.0367082378622896
502,0,0.140129956100091
503,1,0.519487515885232
504,0,0.100330238036442
505,0,0.287543105388541
506,0,0.0882040218822209
507,0,0.212873242130224
508,0,0.492739985597608
509,0,0.0152716071394524
510,0,0.0850696110924476
511,0,0.138167131913493
512,0,0.438264618518847
513,0,0.101223845760158
514,0,0.0540555756142412
515,1,0.275869528970821
516,0,0.119645290022621
517,1,0.237763378881434
518,0,0.278237145762202
519,1,0.130932225102478
520,0,0.24739836732784
521,1,0.236480140092064
522,0,0.204402956181903
523,0,0.0718995070047919
524,0,0.0943170517035367
525,0,0.337289895167575
526,0,0.0489244707581338
527,0,0.0709774107568833
528,0,0.0592955185548817
529,1,0.663427575219694
530,0,0.0450358562447429
531,0,0.373292131662725
532,0,0.0559160669079101
533,0,0.046766188832443
534,0,0.163064085115789
535,0,0.327516066600091
536,1,0.460209608575111
537,0,0.259348987199452
538,0,0.0985058458509763
539,1,0.597288784244679
540,1,0.295443293365886
541,0,0.0554891029982389
542,0,0.0205505909956692
543,0,0.160904409515683
544,1,0.400360573289015
545,1,0.161073718902068
546,0,0.352833988932287
547,0,0.148036812235289
548,0,0.325990197920772
549,0,0.150156571648912
550,0,0.0168937787975137
551,0,0.39780067396619
552,1,0.24522984118317
553,0,0.129196477747068
554,0,0.115419709847866
555,0,0.280079277899464
556,1,0.248770295486992
557,0,0.361360564242941
558,1,0.403793452520166
559,0,0.135641012934597
560,0,0.474901111861816
561,0,0.134672512830541
562,0,0.326410421863165
563,0,0.0677838807734731
564,1,0.375208940280949
565,0,0.121219239329011
566,0,0.0471997927614026
567,1,0.534868130848685
568,0,0.479882710865891
569,0,0.0828155134702942
570,0,0.0251231481930992
571,0,0.112014348278788
572,1,0.230493173881169
573,0,0.132994878539758
574,1,0.159269346707266
575,0,0.0812725103618466
576,0,0.0392666993749194
577,0,0.246035163341862
578,0,0.0379459904416746
579,0,0.267133864166363
580,0,0.0540477999536825
581,0,0.11274906136876
582,1,0.0891727961096996
583,0,0.282991463520521
584,0,0.325314528544932
585,1,0.684581008055779
586,1,0.503243724368572
587,1,0.417401263195414
588,0,0.0781555526004285
589,0,0.144961063267223
590,1,0.444355385848514
591,1,0.216822696228165
592,0,0.181829289154797
593,0,0.087775838800763
594,0,0.140925668465584
595,0,0.0489809676358839
596,0,0.537645015956683
597,0,0.173715624372844
598,0,0.15025043069766
599,1,0.773357109365758
600,0,0.202366025963109
601,1,0.102700001839045
602,0,0.0468676254690454
603,0,0.513838854165647
604,1,0.0910422893928552
605,0,0.0640185362593016
606,0,0.0282850333127143
607,0,0.132879326347392
608,0,0.0670493524028477
609,0,0.0392007700649128
610,0,0.69371027579624
611,0,0.121401413672054
612,0,0.103403857104542
613,0,0.498400544915879
614,0,0.0813989036441486
615,0,0.0640789505497214
616,1,0.155139928242894
617,0,0.184201520322718
618,1,0.830159006561994
619,0,0.106010155444938
620,0,0.0744300911762014
621,0,0.158379647748258
622,0,0.133899328876628
623,0,0.46544752921819
624,0,0.122997208985233
625,0,0.260041165909546
626,0,0.144643927950981
627,0,0.0503698144801177
628,0,0.340462951568985
629,0,0.0970727165954404
630,0,0.160660395758731
631,1,0.628432604601277
632,1,0.741000324604594
633,0,0.190448426265009
634,0,0.216479461895592
635,1,0.0999266106046843
636,0,0.402370222641527
637,0,0.165850767184258
638,0,0.150630445819013
639,0,0.148211968694055
640,0,0.246679861451434
641,1,0.324444384379285
642,0,0.168990383303596
643,0,0.0651166674029829
644,1,0.48248910716696
645,1,0.268693701768027
646,1,0.216824582210616
647,0,0.0456702596768733
648,0,0.194598170102484
649,0,0.208983824324523
650,0,0.0490230529288129
651,0,0.169094959643996
652,0,0.128432868293157
653,0,0.248009236172425
654,1,0.295750290574485
655,0,0.040659707950889
656,0,0.0671720802076151
657,0,0.0341176054719309
658,0,0.487656134623201
659,0,0.352788054916067
660,0,0.11811564191173
661,0,0.275836930709021
662,0,0.237951092765706
663,0,0.0314359468313845
664,0,0.084594676509432
665,0,0.104586997513518
666,0,0.0328619189267558
667,0,0.0840344785547168
668,0,0.0301614795859344
669,0,0.13206397502621
670,0,0.158896238848419
671,0,0.632164205152704
672,0,0.061091492023193
673,0,0.0715108058687732
674,0,0.0773160287353498
675,0,0.0453170449975824
676,0,0.0919861904302803
677,0,0.28643026545341
678,1,0.209071803535099
679,0,0.477421856042702
680,0,0.214152657163725
681,0,0.238686636181936
682,0,0.274664711805464
683,0,0.273036100449503
684,0,0.450409682051229
685,0,0.078888994317305
686,1,0.259770368148372
687,0,0.0706043378008864
688,1,0.572009928781791
689,1,0.508520420266479
690,0,0.258041169700966
691,0,0.176351155829849
692,0,0.233710731600093
693,0,0.285408269573235
694,0,0.0386750253377657
695,0,0.179351269777461
696,0,0.168934361963435
697,1,0.368381101526183
698,1,0.550195141044655
699,0,0.0441775271205653
700,0,0.11143412167337
701,0,0.136037944437401
702,0,0.113173131914819
703,0,0.240831719034974
704,0,0.0501105865176757
705,0,0.123999736668906
706,1,0.316669979798256
707,0,0.12592406410081
708,0,0.175772145427965
709,0,0.0666562700990891
710,0,0.218107330913058
711,0,0.368249177095592
712,0,0.29105811142128
713,0,0.211810029738713
714,0,0.367424074355979
715,1,0.121769760450935
716,0,0.0896479379061895
717,0,0.461873998771821
718,0,0.258702369208397
719,0,0.210213260842742
720,0,0.125310772966944
721,1,0.336862336671531
722,1,0.164114716047189
723,0,0.0516129177510167
724,0,0.283624804772567
725,0,0.065883516010287
726,0,0.124984350654204
727,0,0.0457968308534374
728,0,0.0283698064022716
729,0,0.317463431397838
730,1,0.573427778508619
731,0,0.0296313668959613
732,0,0.0794997133154818
733,0,0.133539809399483
734,1,0.372598527535998
735,1,0.604443498468001
736,0,0.108001283440634
737,0,0.382149390511474
738,0,0.0746986231896023
739,0,0.204653561571451
740,0,0.141386116772846
741,0,0.0474191356928713
742,0,0.0296464380536144
743,0,0.039874710276459
744,1,0.443796293150164
745,0,0.198211677947996
746,0,0.0588037748209718
747,0,0.0495574867798353
748,0,0.466373089002003
749,0,0.0765598287076723
750,0,0.247816474379982
751,0,0.0659791344490452
752,0,0.59168076349192
753,0,0.107182597114873
754,0,0.288894559476205
755,0,0.268375300602835
756,0,0.100772189983059
757,0,0.41575719202513
758,0,0.0422157772131673
759,0,0.265828248861657
760,0,0.256407103765231
761,0,0.377797607535193
762,1,0.241360023233071
763,1,0.420035273204123
764,0,0.201866313847614
765,1,0.17391604476458
766,0,0.160920930392432
767,0,0.687541288087679
768,1,0.6736230178595
769,0,0.223979653706833
770,1,0.495810770702984
771,1,0.403141025462789
772,0,0.12328002150729
773,0,0.0357431956789122
774,0,0.165976401671734
775,1,0.507345618372808
776,0,0.0525424341215128
777,1,0.785788802983772
778,1,0.0990130976435847
779,0,0.0220466545880047
780,0,0.24081752258066
781,0,0.0623225997194729
782,0,0.0555644733898378
783,0,0.0696205147230326
784,0,0.174063440339949
785,1,0.404218324602278
786,0,0.0620882055882729
787,0,0.0222704970493523
788,0,0.192188136590066
789,0,0.199746159974518
790,0,0.140223407584186
791,0,0.0607156925463486
792,0,0.109985498683176
793,0,0.606734625092211
794,0,0.182003607603041
795,0,0.0855074392853121
796,0,0.262571724318409
797,0,0.182619748859287
798,0,0.27642455703932
799,0,0.0900325276099919
800,0,0.278482862544356
801,0,0.126494923308218
802,0,0.305689059284155
803,0,0.13866296432678
804,0,0.0470713422382222
805,0,0.0664611887910757
806,1,0.312050759126826
807,0,0.16375322871903
808,0,0.335963969328606
809,0,0.334735189864879
810,0,0.269097438866696
811,0,0.165121910199066
812,0,0.343205357702623
813,0,0.0675081277692687
814,1,0.0723413231020696
815,0,0.0994778358851581
816,0,0.0743515422423942
817,0,0.0688571764962375
818,1,0.561385181608237
819,0,0.0377359819680423
820,0,0.333951070820476
821,0,0.290255555578964
822,0,0.237596435670368
823,0,0.111742264307911
824,1,0.549342106547933
825,0,0.126615695515625
826,0,0.107829706697319
827,0,0.143355903096608
828,0,0.16605225377206
829,0,0.146772937829546
830,0,0.213777365301676
831,0,0.0600560726154415
832,0,0.108043030041631
833,0,0.135423659727653
834,0,0.133543658202014
835,0,0.126690225674117
836,0,0.154632201040835
837,0,0.0790362260652285
838,0,0.516348558861775
839,1,0.187576529600566
840,0,0.187000003960355
841,1,0.534866168720785
842,0,0.19081326360725
843,0,0.115464638091338
844,1,0.253725918404487
845,0,0.279325158596449
846,0,0.360585941013964
847,0,0.112499014779074
848,0,0.282643974588712
849,0,0.192939700078248
850,0,0.0319651345919818
851,0,0.47406818572735
852,1,0.631157164727706
853,0,0.280162990942726
854,0,0.111469093666776
855,0,0.248715154980623
856,0,0.10250788654608
857,1,0.672431111823074
858,0,0.0706787851697663
859,0,0.0558524862975995
860,1,0.528771060440838
861,1,0.248214302932689
862,1,0.230120541495559
863,0,0.0856279977640013
864,0,0.127904416379399
865,0,0.139648085186788
866,0,0.0857563734018001
867,0,0.0778345907361642
868,1,0.477663231112323
869,1,0.422393547263227
870,0,0.0553736845838832
871,0,0.104299793142842
872,1,0.540744170803378
873,0,0.0927708683577091
874,0,0.0711067455575719
875,0,0.111829963116166
876,0,0.312199576843378
877,0,0.185912244001698
878,0,0.111080441298608
879,0,0.23578645670844
880,0,0.176537266504088
881,1,0.565948948634821
882,1,0.25333031651538
883,0,0.177499907466793
884,1,0.401432397500938
885,0,0.380084090587122
886,0,0.0211095714471618
887,0,0.202824032109044
888,0,0.0713647906254774
889,0,0.699418225392859
890,0,0.170688794599095
891,0,0.168205692753079
892,0,0.10883014557722
893,0,0.182401747924593
894,1,0.171326836254272
895,1,0.365502628235064
896,0,0.0952722455172921
897,0,0.101247648404547
898,0,0.249590234136965
899,1,0.348629515877675
900,0,0.174063361468959
901,1,0.351449707052908
902,0,0.0594792835343439
903,0,0.216592216448689
904,0,0.100964820905897
905,1,0.432025007731462
906,1,0.130595403352958
907,0,0.0524721957631373
908,1,0.458077683894724
909,0,0.0442081994727139
910,0,0.0513105209135943
911,0,0.0613213657115322
912,0,0.29605454403155
913,0,0.173296568845332
914,0,0.186808057916471
915,0,0.0604615277367894
916,0,0.24931300940589
917,1,0.0643118906866549
918,0,0.188402503234307
919,0,0.107885693034239
920,0,0.210113485869222
921,0,0.0713835264101526
922,1,0.505358104937534
923,1,0.277153254460466
924,0,0.077618788105173
925,0,0.0804230072766881
926,0,0.191396412945175
927,0,0.0446944050289168
928,0,0.150265361708615
929,0,0.469216640851118
930,0,0.116225275712222
931,0,0.207932801704366
932,0,0.163917472348307
933,0,0.495789014966011
934,1,0.0570593714367492
935,0,0.0429550642426517
936,0,0.0856099018809984
937,1,0.165207787772252
938,0,0.286390964832894
939,0,0.0884043548270993
940,0,0.246388158558129
941,0,0.0651006605594302
942,0,0.12650304389964
943,1,0.377733846992432
944,0,0.297886782997585
945,0,0.154388287284748
946,0,0.0464697715228136
947,1,0.251520727820702
948,1,0.117158189506857
949,0,0.406124496555069
950,1,0.455381914964894
951,0,0.201175755380417
952,0,0.237912486783362
953,0,0.691300060613875
954,0,0.0872942679965583
955,1,0.154686225422243
956,0,0.381507388756035
957,0,0.114193207215682
958,0,0.399457029381185
959,0,0.104067523450833
960,0,0.114318852565616
961,0,0.141987286395677
962,0,0.166401706445618
963,0,0.0505336686396601
964,1,0.58097154092492
965,1,0.297364923104377
966,0,0.155461498149675
967,0,0.0981255278105543
968,0,0.160580527973392
969,0,0.196892078882908
970,0,0.604260181549835
971,0,0.211523829281179
972,0,0.0196469384211341
973,0,0.401117968850146
974,0,0.105282321528835
975,0,0.134070580954772
976,0,0.0996374263635644
977,1,0.368813655389014
978,0,0.224214027259155
979,0,0.445562679693094
980,0,0.32562923284799
981,0,0.109767505983924
982,0,0.54929080626377
983,0,0.031440795188462
984,1,0.414122874432711
985,0,0.0276413604195461
986,0,0.0867621080415161
987,0,0.190606682546017
988,1,0.17664956199457
989,0,0.0430784220665794
990,1,0.473243120506135
991,0,0.167288033778513
992,0,0.0976641684906008
993,0,0.254279122327558
994,0,0.163102282575849
995,0,0.212205155351491
996,0,0.0241982260111086
997,0,0.0722193422871748
998,0,0.329323299680077
999,0,0.107146413652594
1000,0,0.286207985706881
1001,0,0.502524482237111
1002,0,0.0970383259700096
1003,0,0.144539131031749
1004,1,0.341144879966261
1005,0,0.248094291344803
1006,1,0.561309292235577
1007,0,0.164162726766813
1008,0,0.100596624844337
1009,1,0.241459194448189
1010,0,0.415780577338665
1011,1,0.146695135713552
1012,0,0.0630921493967077
1013,0,0.0478796487467766
1014,0,0.0197898986389702
1015,0,0.131735671665737
1016,1,0.111623976335744
1017,0,0.358689645357435
1018,0,0.363035629403634
1019,1,0.557076242143081
1020,0,0.0988312033179975
1021,1,0.350923660536182
1022,0,0.0518636148063011
1023,0,0.231653420784584
1024,0,0.034002987830916
1025,0,0.132771577246213
1026,0,0.151992393331651
1027,0,0.0965541626610205
1028,0,0.12600236410649
1029,0,0.0327337879864427
1030,0,0.144507149007842
1031,0,0.206674494387391
1032,0,0.0785112870725334
1033,0,0.0535376607630496
1034,0,0.0398516883903154
1035,0,0.0875445198134921
1036,0,0.0943888631415587
1037,0,0.132881387962883
1038,0,0.033642308165143
1039,0,0.0499782883792605
1040,0,0.533000315729115
1041,0,0.432225808347705
1042,0,0.0757329882824545
1043,1,0.308999646953048
1044,0,0.121486117655555
1045,0,0.112215669341727
1046,0,0.148149879387994
1047,1,0.275716096714195
1048,1,0.363767033572383
1049,0,0.148834056177397
1050,1,0.382320858150558
1051,0,0.0310787450705265
1052,0,0.252124033790529
1053,0,0.351698918116672
1054,0,0.257996211312843
1055,0,0.117183858608668
1056,0,0.582469485048296
1057,0,0.101193168775013
1058,1,0.466379294153986
1059,0,0.235570824163554
1060,0,0.167256978621948
1061,0,0.482992895688506
1062,0,0.082447134108196
1063,1,0.326920194921359
1064,0,0.0518250495810263
1065,0,0.0227058264915282
1066,1,0.175046296177069
1067,1,0.19107908418518
1068,0,0.167977380309103
1069,1,0.407442848209187
1070,1,0.190691692020505
1071,1,0.622572678095222
1072,0,0.308307319684744
1073,0,0.030101285779969
1074,0,0.138878158554633
1075,0,0.0734422410380524
1076,0,0.139349743274031
1077,0,0.136375490003601
1078,0,0.114276198303801
1079,0,0.240002780993203
1080,0,0.0460857083369943
1081,0,0.210299320751435
1082,0,0.205693690219508
1083,1,0.183888543348364
1084,0,0.141866631829056
1085,0,0.0458590585514761
1086,1,0.169426323036529
1087,1,0.146599081833142
1088,0,0.138244386571558
1089,0,0.0153425347310475
1090,0,0.25375787113297
1091,0,0.194157797474422
1092,0,0.0610482346689653
1093,1,0.0895124084327721
1094,0,0.058000766540321
1095,0,0.100329406322426
1096,1,0.0799498746925875
1097,1,0.201221282023129
1098,0,0.123393678594642
1099,0,0.125639220786661
1100,0,0.0553156073385734
1101,0,0.120889779347476
1102,0,0.0698736749205723
1103,0,0.151896404909675
1104,0,0.370795249414307
1105,0,0.0698653587902694
1106,0,0.45066472704633
1107,0,0.211401704116205
1108,1,0.448343999697333
1109,0,0.306742091081244
1110,0,0.088882361235824
1111,1,0.287283218557388
1112,1,0.431716408065468
1113,0,0.330242832241635
1114,1,0.186368463071836
1115,1,0.69648357495794
1116,0,0.16337443756022
1117,0,0.0680939464879065
1118,1,0.394465243780673
1119,0,0.30729931341472
1120,0,0.103067077479473
1121,0,0.198318517079354
1122,0,0.0791629170272416
1123,1,0.639875981579436
1124,1,0.107057260835117
1125,1,0.123443415234205
1126,0,0.582476578920659
1127,0,0.217240340911952
1128,0,0.3325077068329
